length,speed_kph,elevation_avg,dist_to_river_avg,rain_3d,rain_7d,bridge,flooded_high,flooded_medium,not_flooded,highway_disused,highway_living_street,highway_living_street_residential,highway_motorway,highway_motorway_link,highway_motorway_primary,highway_primary,highway_primary_link,highway_residential,highway_residential_living_street,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_unclassified,highway_unclassified_primary_link,highway_unclassified_residential
34.72776777529072,50.0,257.0,0.0343248962437228,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.296905769117743,30.0,257.0,0.0343165991424187,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57.729068013827735,33.595391008689084,275.5,0.0400159558161306,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.772721324007115,30.0,275.5,0.0401417683879977,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112.65749316322726,30.0,276.0,0.0396724015048893,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11.712959799247546,30.0,273.0,0.0410804009876999,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67.76337414896591,33.595391008689084,272.5,0.0409341531693436,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113.63925560767314,30.0,272.0,0.0413662935162685,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96.90919578159196,30.0,269.0,0.0404764660432356,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54.887535512565,30.0,266.5,0.0403426142515463,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110.3099327807542,30.0,269.0,0.040858771701444,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92.00890628056602,30.0,265.5,0.0400053804889378,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71.83229245589857,30.0,266.0,0.0363000542426957,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59.65336005220153,30.0,260.5,0.036282495637938,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210.1074291307849,30.0,265.0,0.0371204069564984,78.69999694824219,78.69999694824219,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
